id_student,gender,region,highest_education,imd_band,disability
590907,M,East Midlands Region,Lower Than A Level,10-20,N
590914,F,West Midlands Region,A Level or Equivalent,40-50%,N
590918,M,North Western Region,Lower Than A Level,20-30%,N
590920,F,East Midlands Region,Lower Than A Level,20-30%,N
590921,F,West Midlands Region,A Level or Equivalent,10-20,N
590923,F,North Western Region,Lower Than A Level,0-10%,N
590931,F,Ireland,A Level or Equivalent,0-10%,N
590942,M,East Midlands Region,A Level or Equivalent,20-30%,N
590951,F,South West Region,Lower Than A Level,0-10%,N
590961,M,Scotland,A Level or Equivalent,80-90%,N
590970,M,South East Region,Lower Than A Level,70-80%,N
590974,M,Yorkshire Region,Lower Than A Level,60-70%,N
590980,M,South West Region,Lower Than A Level,70-80%,N
590989,M,South East Region,Lower Than A Level,40-50%,N
590994,F,Scotland,Lower Than A Level,60-70%,N
591008,M,East Midlands Region,Lower Than A Level,50-60%,N
591015,M,Yorkshire Region,A Level or Equivalent,30-40%,N
591021,M,Ireland,Lower Than A Level,,N
591030,F,East Anglian Region,Lower Than A Level,30-40%,N
591034,F,Ireland,Lower Than A Level,50-60%,N
591055,M,East Midlands Region,Lower Than A Level,80-90%,N
591057,M,North Region,Lower Than A Level,30-40%,N
591071,F,South Region,A Level or Equivalent,90-100%,N
591078,M,Ireland,HE Qualification,,N
591083,F,North Region,Lower Than A Level,20-30%,N
591094,F,West Midlands Region,Lower Than A Level,0-10%,N
591100,F,South West Region,A Level or Equivalent,60-70%,N
591111,M,South East Region,Lower Than A Level,10-20,N
591132,F,South Region,Lower Than A Level,50-60%,N
591159,M,South Region,Lower Than A Level,80-90%,Y
591163,M,Scotland,A Level or Equivalent,40-50%,N
591165,M,Scotland,Lower Than A Level,10-20,N
591178,M,Yorkshire Region,HE Qualification,60-70%,N
591179,M,South Region,Lower Than A Level,60-70%,N
591193,M,South Region,Lower Than A Level,90-100%,N
591198,F,West Midlands Region,Lower Than A Level,70-80%,N
591202,F,East Midlands Region,A Level or Equivalent,10-20,N
591210,F,North Western Region,A Level or Equivalent,80-90%,N
591216,F,East Anglian Region,Lower Than A Level,90-100%,Y
591219,M,Yorkshire Region,A Level or Equivalent,10-20,N
591223,F,Scotland,HE Qualification,20-30%,N
591225,F,East Anglian Region,A Level or Equivalent,80-90%,N
591230,M,London Region,HE Qualification,20-30%,N
591243,F,South Region,Lower Than A Level,90-100%,N
591255,F,South Region,Lower Than A Level,70-80%,N
591257,F,Wales,Lower Than A Level,0-10%,N
591273,M,Wales,A Level or Equivalent,80-90%,N
591294,M,London Region,Post Graduate Qualification,20-30%,N
591299,F,Wales,A Level or Equivalent,50-60%,N
591309,F,North Western Region,Lower Than A Level,0-10%,N
591318,M,South Region,Lower Than A Level,80-90%,Y
591321,M,West Midlands Region,Lower Than A Level,20-30%,N
591343,M,Scotland,A Level or Equivalent,30-40%,N
591375,M,Scotland,A Level or Equivalent,80-90%,N
591388,M,West Midlands Region,HE Qualification,60-70%,N
591394,F,London Region,Lower Than A Level,30-40%,N
591398,M,South Region,A Level or Equivalent,90-100%,N
591403,M,East Anglian Region,A Level or Equivalent,0-10%,N
591409,M,North Region,Lower Than A Level,10-20,N
591410,F,Yorkshire Region,Lower Than A Level,30-40%,N
591411,M,South West Region,Lower Than A Level,30-40%,N
591412,M,South West Region,A Level or Equivalent,40-50%,N
591414,F,Ireland,A Level or Equivalent,10-20,N
591420,F,Ireland,A Level or Equivalent,80-90%,N
591424,M,North Western Region,HE Qualification,50-60%,N
591440,F,Yorkshire Region,Lower Than A Level,60-70%,N
591448,F,London Region,A Level or Equivalent,60-70%,N
591461,F,North Western Region,A Level or Equivalent,0-10%,N
591464,F,North Region,Lower Than A Level,10-20,N
591501,F,South Region,A Level or Equivalent,90-100%,N
591516,M,North Western Region,Lower Than A Level,30-40%,N
591518,F,North Western Region,A Level or Equivalent,90-100%,N
591523,M,South Region,A Level or Equivalent,40-50%,N
591525,M,South East Region,A Level or Equivalent,70-80%,N
591540,M,North Western Region,A Level or Equivalent,0-10%,N
591547,F,North Region,A Level or Equivalent,10-20,N
591549,F,West Midlands Region,Lower Than A Level,10-20,N
591550,M,North Western Region,Lower Than A Level,0-10%,N
591558,F,Yorkshire Region,A Level or Equivalent,50-60%,N
591563,F,South West Region,Lower Than A Level,80-90%,N
591566,M,North Western Region,Lower Than A Level,0-10%,N
591574,F,North Region,A Level or Equivalent,30-40%,N
591581,M,South East Region,Lower Than A Level,10-20,N
591588,M,North Western Region,Lower Than A Level,20-30%,N
591589,F,Yorkshire Region,A Level or Equivalent,0-10%,N
591591,F,West Midlands Region,A Level or Equivalent,40-50%,N
591593,M,South East Region,Lower Than A Level,50-60%,Y
591602,F,North Western Region,Lower Than A Level,40-50%,N
591608,F,South Region,Lower Than A Level,10-20,N
591613,M,South East Region,Lower Than A Level,70-80%,N
591619,F,South West Region,HE Qualification,90-100%,N
591620,M,South West Region,A Level or Equivalent,40-50%,N
591638,F,London Region,HE Qualification,50-60%,N
591648,M,East Anglian Region,Lower Than A Level,90-100%,N
591650,M,South Region,Lower Than A Level,0-10%,N
591654,M,North Region,A Level or Equivalent,10-20,N
591655,M,North Region,Lower Than A Level,70-80%,N
591661,M,East Anglian Region,Lower Than A Level,10-20,N
591671,F,North Region,Lower Than A Level,60-70%,N
591677,M,North Region,Lower Than A Level,10-20,N
591685,M,Wales,A Level or Equivalent,40-50%,N
591692,M,North Western Region,A Level or Equivalent,60-70%,N
591694,F,Scotland,HE Qualification,0-10%,N
591695,M,Scotland,HE Qualification,30-40%,N
591719,M,West Midlands Region,A Level or Equivalent,10-20,N
591721,F,South Region,A Level or Equivalent,20-30%,N
591725,F,Wales,Lower Than A Level,40-50%,N
591733,F,South Region,Lower Than A Level,50-60%,N
591735,M,South East Region,A Level or Equivalent,50-60%,N
591738,M,Ireland,A Level or Equivalent,90-100%,N
591742,F,East Anglian Region,HE Qualification,30-40%,N
591743,F,North Region,Lower Than A Level,30-40%,N
591746,M,Wales,HE Qualification,90-100%,N
591755,F,South West Region,A Level or Equivalent,20-30%,N
591761,F,Scotland,HE Qualification,40-50%,N
591765,M,East Anglian Region,HE Qualification,60-70%,N
591774,M,South Region,Post Graduate Qualification,90-100%,N
591785,M,Wales,Lower Than A Level,20-30%,N
591787,F,London Region,Lower Than A Level,0-10%,N
591804,F,North Western Region,A Level or Equivalent,60-70%,N
591814,F,West Midlands Region,Lower Than A Level,60-70%,N
591819,F,East Anglian Region,Lower Than A Level,50-60%,N
591820,F,London Region,A Level or Equivalent,10-20,N
591822,F,Yorkshire Region,Lower Than A Level,60-70%,N
591837,F,East Anglian Region,Lower Than A Level,70-80%,N
591845,F,London Region,Lower Than A Level,50-60%,N
591849,M,London Region,Lower Than A Level,30-40%,Y
591852,F,Scotland,A Level or Equivalent,0-10%,Y
591859,M,West Midlands Region,Lower Than A Level,60-70%,N
591869,M,North Region,HE Qualification,,N
591872,M,North Western Region,A Level or Equivalent,0-10%,N
591873,F,North Western Region,Lower Than A Level,0-10%,N
591891,M,South East Region,A Level or Equivalent,50-60%,Y
591893,M,Wales,A Level or Equivalent,0-10%,N
591895,F,Wales,Lower Than A Level,0-10%,Y
591912,F,North Western Region,A Level or Equivalent,0-10%,N
591937,F,East Midlands Region,Lower Than A Level,20-30%,N
591940,M,London Region,Lower Than A Level,50-60%,N
591942,M,London Region,Lower Than A Level,80-90%,N
591944,M,North Region,Lower Than A Level,40-50%,N
591946,M,Wales,A Level or Equivalent,10-20,N
591958,M,South Region,Lower Than A Level,90-100%,N
591975,M,North Western Region,Lower Than A Level,40-50%,N
591978,M,East Anglian Region,Lower Than A Level,60-70%,N
591980,M,East Midlands Region,HE Qualification,90-100%,N
591986,M,West Midlands Region,Lower Than A Level,0-10%,N
591995,M,Scotland,A Level or Equivalent,40-50%,N
591999,F,Yorkshire Region,A Level or Equivalent,50-60%,N
592001,F,London Region,A Level or Equivalent,50-60%,N
592002,M,South Region,A Level or Equivalent,30-40%,N
592003,M,Ireland,A Level or Equivalent,,N
592007,M,North Western Region,A Level or Equivalent,50-60%,N
592014,M,London Region,Lower Than A Level,20-30%,N
592043,F,London Region,Lower Than A Level,10-20,N
592047,F,South Region,HE Qualification,50-60%,N
592051,M,Scotland,HE Qualification,50-60%,Y
592056,F,London Region,A Level or Equivalent,60-70%,N
592059,F,South East Region,Lower Than A Level,30-40%,N
592080,M,Scotland,Lower Than A Level,10-20,N
592081,F,Wales,Lower Than A Level,0-10%,N
592090,F,East Midlands Region,A Level or Equivalent,20-30%,N
592092,F,South West Region,A Level or Equivalent,70-80%,N
592093,M,West Midlands Region,Lower Than A Level,20-30%,N
592124,M,Wales,Lower Than A Level,60-70%,N
592127,F,South West Region,A Level or Equivalent,20-30%,N
592135,F,North Western Region,Lower Than A Level,0-10%,N
592139,F,Wales,A Level or Equivalent,50-60%,N
592142,M,Wales,Lower Than A Level,0-10%,N
592147,F,Scotland,HE Qualification,60-70%,N
592151,M,South Region,Lower Than A Level,60-70%,N
592158,F,London Region,A Level or Equivalent,40-50%,N
592168,M,East Anglian Region,A Level or Equivalent,60-70%,N
592172,M,North Western Region,Lower Than A Level,70-80%,N
592173,M,East Anglian Region,HE Qualification,80-90%,N
592189,M,Wales,HE Qualification,50-60%,N
592190,F,Yorkshire Region,Lower Than A Level,0-10%,Y
592193,F,South East Region,A Level or Equivalent,80-90%,N
592203,M,North Western Region,A Level or Equivalent,0-10%,Y
592205,F,West Midlands Region,Lower Than A Level,0-10%,N
592206,F,North Region,Lower Than A Level,,N
592214,F,South Region,A Level or Equivalent,80-90%,N
592218,F,South West Region,A Level or Equivalent,90-100%,N
592220,M,Yorkshire Region,A Level or Equivalent,60-70%,N
592221,M,East Anglian Region,A Level or Equivalent,90-100%,N
592233,M,Yorkshire Region,Lower Than A Level,60-70%,N
592245,F,East Midlands Region,Lower Than A Level,0-10%,N
592248,F,West Midlands Region,Lower Than A Level,0-10%,N
592250,M,Scotland,HE Qualification,90-100%,N
592252,M,South East Region,A Level or Equivalent,80-90%,N
592256,F,East Anglian Region,Lower Than A Level,80-90%,N
592258,F,South East Region,Lower Than A Level,50-60%,N
592259,M,Yorkshire Region,A Level or Equivalent,80-90%,N
592262,M,South West Region,Lower Than A Level,90-100%,N
592272,F,South Region,Lower Than A Level,40-50%,N
592284,F,North Western Region,A Level or Equivalent,10-20,Y
592287,M,South East Region,Lower Than A Level,0-10%,N
592290,F,Ireland,Lower Than A Level,90-100%,N
592295,M,South Region,Lower Than A Level,90-100%,Y
592299,F,East Anglian Region,HE Qualification,60-70%,N
592310,F,North Western Region,HE Qualification,50-60%,N
592315,M,East Anglian Region,Lower Than A Level,70-80%,Y
592317,F,East Midlands Region,Lower Than A Level,40-50%,N
592322,F,Wales,Lower Than A Level,20-30%,N
592338,F,South Region,A Level or Equivalent,70-80%,N
592344,F,East Anglian Region,A Level or Equivalent,70-80%,N
592361,F,North Region,A Level or Equivalent,10-20,N
592370,M,Scotland,HE Qualification,10-20,N
592372,M,Yorkshire Region,Lower Than A Level,20-30%,N
592373,M,East Midlands Region,A Level or Equivalent,70-80%,Y
592382,M,Ireland,Lower Than A Level,,N
592406,F,East Anglian Region,A Level or Equivalent,30-40%,N
592407,M,East Midlands Region,A Level or Equivalent,40-50%,N
592422,F,East Midlands Region,A Level or Equivalent,90-100%,N
592429,M,North Region,HE Qualification,,N
592437,M,East Anglian Region,A Level or Equivalent,80-90%,N
592441,F,North Western Region,A Level or Equivalent,0-10%,N
592444,F,South West Region,A Level or Equivalent,40-50%,N
592448,F,East Midlands Region,Lower Than A Level,50-60%,N
592450,F,East Midlands Region,A Level or Equivalent,80-90%,N
592451,F,London Region,A Level or Equivalent,0-10%,N
592458,F,South West Region,Lower Than A Level,0-10%,N
592465,F,South West Region,Lower Than A Level,40-50%,N
592471,M,Scotland,HE Qualification,60-70%,N
592476,F,South Region,Lower Than A Level,70-80%,N
592480,F,Scotland,HE Qualification,10-20,N
592486,M,Scotland,Lower Than A Level,70-80%,N
592494,F,West Midlands Region,A Level or Equivalent,0-10%,N
592496,F,South Region,A Level or Equivalent,60-70%,N
592538,M,North Region,Lower Than A Level,,N
592550,M,South Region,A Level or Equivalent,50-60%,N
592558,M,North Western Region,Lower Than A Level,20-30%,N
592563,M,East Midlands Region,A Level or Equivalent,30-40%,N
592577,M,South Region,A Level or Equivalent,,N
592581,F,North Western Region,Lower Than A Level,,N
592593,M,South Region,A Level or Equivalent,90-100%,N
592602,F,South Region,Lower Than A Level,80-90%,N
592607,M,Scotland,HE Qualification,0-10%,N
592609,M,Scotland,A Level or Equivalent,70-80%,N
592616,M,South Region,A Level or Equivalent,70-80%,N
592618,F,North Western Region,A Level or Equivalent,20-30%,N
592624,F,East Anglian Region,Lower Than A Level,20-30%,Y
592625,M,Wales,A Level or Equivalent,40-50%,N
592631,F,Scotland,HE Qualification,40-50%,N
592632,M,North Western Region,A Level or Equivalent,0-10%,N
592634,M,North Western Region,No Formal quals,0-10%,N
592640,M,Ireland,Lower Than A Level,,N
592657,F,London Region,Lower Than A Level,10-20,Y
592658,M,West Midlands Region,Lower Than A Level,0-10%,N
592660,F,East Midlands Region,Lower Than A Level,70-80%,N
592661,M,Scotland,A Level or Equivalent,40-50%,N
592666,F,East Midlands Region,Lower Than A Level,20-30%,N
592669,F,London Region,Lower Than A Level,10-20,N
592683,F,North Western Region,Lower Than A Level,40-50%,N
592684,M,Scotland,A Level or Equivalent,30-40%,N
592689,M,East Anglian Region,HE Qualification,80-90%,N
592709,M,Yorkshire Region,A Level or Equivalent,70-80%,N
592725,M,West Midlands Region,A Level or Equivalent,,N
592731,M,East Anglian Region,Lower Than A Level,60-70%,N
592733,F,East Anglian Region,HE Qualification,90-100%,N
592737,F,Yorkshire Region,A Level or Equivalent,60-70%,N
592749,M,Scotland,Lower Than A Level,0-10%,N
592756,F,South West Region,A Level or Equivalent,0-10%,N
592763,M,West Midlands Region,A Level or Equivalent,0-10%,Y
592766,M,East Midlands Region,A Level or Equivalent,40-50%,N
592772,F,West Midlands Region,Lower Than A Level,0-10%,N
592775,M,Yorkshire Region,HE Qualification,80-90%,N
592776,M,Yorkshire Region,A Level or Equivalent,80-90%,N
592781,M,North Western Region,Lower Than A Level,90-100%,N
592787,M,East Midlands Region,Lower Than A Level,90-100%,N
592789,M,Wales,Lower Than A Level,20-30%,N
592791,M,East Midlands Region,HE Qualification,40-50%,N
592804,M,East Anglian Region,A Level or Equivalent,0-10%,N
592805,M,Yorkshire Region,A Level or Equivalent,10-20,N
592810,M,London Region,Lower Than A Level,50-60%,Y
592815,F,West Midlands Region,No Formal quals,0-10%,N
592842,M,Scotland,HE Qualification,30-40%,N
592843,M,South West Region,A Level or Equivalent,60-70%,N
592854,F,South West Region,A Level or Equivalent,70-80%,N
592856,M,South Region,Lower Than A Level,40-50%,N
592876,M,Scotland,HE Qualification,10-20,N
592880,F,South Region,Lower Than A Level,70-80%,N
592882,F,London Region,Lower Than A Level,0-10%,N
592889,F,East Anglian Region,No Formal quals,60-70%,N
592895,F,North Region,Post Graduate Qualification,,N
592899,M,South Region,Lower Than A Level,40-50%,N
592900,M,Wales,HE Qualification,60-70%,N
592924,M,West Midlands Region,A Level or Equivalent,20-30%,N
592939,M,Scotland,HE Qualification,0-10%,N
592949,F,West Midlands Region,Lower Than A Level,40-50%,N
592950,F,South East Region,A Level or Equivalent,60-70%,Y
592951,F,Wales,Lower Than A Level,50-60%,N
592961,M,North Western Region,HE Qualification,40-50%,N
592972,F,South East Region,Lower Than A Level,50-60%,N
592976,M,West Midlands Region,HE Qualification,60-70%,N
592997,M,London Region,HE Qualification,40-50%,N
593000,M,Wales,A Level or Equivalent,0-10%,N
593004,M,Yorkshire Region,A Level or Equivalent,40-50%,N
593010,F,London Region,A Level or Equivalent,50-60%,N
593013,F,East Anglian Region,Lower Than A Level,60-70%,N
593017,F,East Anglian Region,A Level or Equivalent,50-60%,N
593022,M,North Western Region,A Level or Equivalent,80-90%,N
593023,F,South Region,HE Qualification,60-70%,N
593038,F,East Anglian Region,A Level or Equivalent,40-50%,N
593071,M,Scotland,A Level or Equivalent,90-100%,N
593075,M,South Region,A Level or Equivalent,40-50%,N
593081,F,South East Region,A Level or Equivalent,10-20,N
